Class 0:

Position	Weight	Rule
0	0.09535174816846848	2_ Local-gov | 2_ Private
1	-0.07645785808563232	2_ Self-emp-inc | 2_ State-gov & ~4_ 11th
2	0.08373531699180603	2_ Without-pay | 4_ 12th
3	0.004450570791959763	4_ 1st-4th | 4_ 7th-8th
4	0.013661811128258705	4_ 9th | 4_ Assoc-voc
5	0.20211897790431976	4_ Bachelors | 4_ HS-grad
6	-0.21027573943138123	4_ Masters | 4_ Prof-school & ~6_ Married-AF-spouse
7	0.12234248220920563	4_ Some-college | 6_ Married-civ-spouse
8	0.0031889108940958977	6_ Married-spouse-absent | 6_ Separated & ~7_ Adm-clerical
9	5.467263690661639e-05	6_ Widowed | 7_ Armed-Forces
10	0.04056312143802643	7_ Craft-repair | 7_ Farming-fishing
11	0.03529055789113045	7_ Handlers-cleaners | 7_ Other-service
12	0.005969367455691099	7_ Priv-house-serv | 7_ Protective-serv
13	-0.036497700959444046	7_ Sales | 7_ Transport-moving & ~8_ Not-in-family & ~8_ Other-relative
14	0.0814821794629097	8_ Not-in-family | 8_ Own-child
15	0.09447959065437317	8_ Unmarried | 9_ Asian-Pac-Islander
16	0.09662633389234543	9_ Black | 9_ White & ~10_ Male & ~14_ Cambodia
17	-0.09894934296607971	10_ Male | 14_ Canada
18	-0.046039436012506485	14_ China | 14_ Cuba
19	0.08175187557935715	14_ Dominican-Republic | 14_ El-Salvador
20	-0.03172033652663231	14_ England | 14_ Germany
21	0.04011246934533119	14_ Greece | 14_ Haiti
22	-0.03796488791704178	14_ Holand-Netherlands | 14_ Hong
23	0.062096044421195984	14_ Hungary | 14_ Iran
24	0.035903893411159515	14_ Ireland | 14_ Jamaica
25	-0.003214324824512005	14_ Japan | 14_ Mexico
26	0.013820904307067394	14_ Nicaragua | 14_ Peru
27	-0.057126253843307495	14_ Philippines | 14_ Portugal
28	0.061709802597761154	14_ Puerto-Rico | 14_ South
29	0.06816338002681732	14_ Taiwan | 14_ Trinadad&Tobago
30	-0.07138579338788986	14_ United-States | 14_ Yugoslavia & ~age_ST_ & ~poids_binaire_raciste_ST_
31	0.2462993562221527	age_ST_ | years_of_education_ST_ & ~capital_gain_ST_ & ~capital_loss_ST_
32	-0.015681277960538864	capital_gain_ST_ | hours_per_week_ST_ & ~age_ST_44.0 & ~poids_binaire_raciste_ST_231717.15
33	0.17378385365009308	age_ST_44.0 | years_of_education_ST_11.1 & ~capital_gain_ST_4012.09 & ~capital_loss_ST_247.41
34	-0.3114420175552368	capital_gain_ST_4012.09 | hours_per_week_ST_45.34 & ~age_ST_50.5 & ~poids_binaire_raciste_ST_281969.32
35	0.06527742743492126	age_ST_50.5 | years_of_education_ST_12.33 & ~capital_gain_ST_7528.22 & ~capital_loss_ST_439.26
36	-0.20236392319202423	2_ Federal-gov | 2_ Private | 2_ Self-emp-inc
37	0.03395482897758484	2_ Private | 2_ Without-pay | 2_ State-gov & ~4_ 11th
38	-0.08102238178253174	2_ State-gov | 4_ 12th | 4_ 1st-4th
39	0.04542621970176697	4_ 12th | 4_ 7th-8th | 4_ 9th
40	0.004623546730726957	4_ 7th-8th | 4_ Assoc-voc | 4_ Bachelors
41	0.05262028053402901	4_ Assoc-voc | 4_ HS-grad | 4_ Masters
42	0.02239743061363697	4_ HS-grad | 4_ Some-college | 4_ Prof-school & ~6_ Married-AF-spouse
43	-0.3288429379463196	4_ Prof-school | 6_ Married-civ-spouse | 6_ Married-spouse-absent
44	-0.28076303005218506	6_ Married-civ-spouse | 6_ Widowed | 6_ Separated & ~7_ Adm-clerical
45	0.03893079608678818	6_ Separated | 7_ Armed-Forces | 7_ Craft-repair
46	0.011294974014163017	7_ Armed-Forces | 7_ Farming-fishing | 7_ Handlers-cleaners
47	0.14337404072284698	7_ Farming-fishing | 7_ Other-service | 7_ Priv-house-serv
48	-0.060735054314136505	7_ Other-service | 7_ Protective-serv | 7_ Sales
49	-0.06292183697223663	7_ Protective-serv | 8_ Not-in-family | 7_ Transport-moving & ~8_ Other-relative
50	0.12379821389913559	7_ Transport-moving | 8_ Own-child | 8_ Unmarried
51	-0.09907040745019913	8_ Own-child | 9_ Asian-Pac-Islander | 9_ Black
52	-0.12133944034576416	9_ Asian-Pac-Islander | 10_ Male | 9_ White & ~14_ Cambodia
53	-0.1429504007101059	9_ White | 14_ Canada | 14_ China
54	-0.10117803514003754	14_ Canada | 14_ Cuba | 14_ Dominican-Republic
55	-0.07104334980249405	14_ Cuba | 14_ El-Salvador | 14_ England
56	-0.026184141635894775	14_ El-Salvador | 14_ Germany | 14_ Greece
57	-0.08934803307056427	14_ Germany | 14_ Haiti | 14_ Holand-Netherlands
58	0.004042851738631725	14_ Haiti | 14_ Hong | 14_ Hungary
59	-0.011821405030786991	14_ Hong | 14_ Iran | 14_ Ireland
60	-0.021148761734366417	14_ Iran | 14_ Jamaica | 14_ Japan
61	0.042621757835149765	14_ Jamaica | 14_ Mexico | 14_ Nicaragua
62	0.008846699260175228	14_ Mexico | 14_ Peru | 14_ Philippines
63	0.06984753906726837	14_ Peru | 14_ Portugal | 14_ Puerto-Rico
64	-0.005126552190631628	14_ Portugal | 14_ South | 14_ Taiwan
65	0.05822230875492096	14_ South | 14_ Trinadad&Tobago | 14_ United-States
66	-0.1405266672372818	14_ Trinadad&Tobago | age_ST_ | 14_ Yugoslavia & ~poids_binaire_raciste_ST_
67	-0.1490677446126938	14_ Yugoslavia | capital_gain_ST_ | years_of_education_ST_ & ~capital_loss_ST_
68	0.10961699485778809	years_of_education_ST_ | age_ST_44.0 | hours_per_week_ST_ & ~poids_binaire_raciste_ST_231717.15
69	-0.06796954572200775	hours_per_week_ST_ | capital_gain_ST_4012.09 | years_of_education_ST_11.1 & ~capital_loss_ST_247.41
70	0.11424952000379562	years_of_education_ST_11.1 | age_ST_50.5 | hours_per_week_ST_45.34 & ~poids_binaire_raciste_ST_281969.32
71	0.011084925383329391	hours_per_week_ST_45.34 | capital_gain_ST_7528.22 | years_of_education_ST_12.33 & ~capital_loss_ST_439.26
72	-0.29833778738975525	2_ Federal-gov | 2_ Local-gov | 2_ Private | 2_ Self-emp-inc
73	0.05147536098957062	2_ Without-pay | 2_ Private & ~4_ 11th | 2_ Self-emp-inc & ~4_ 11th | 2_ State-gov & ~4_ 11th
74	-0.05309559032320976	4_ 12th | 4_ 1st-4th | 2_ State-gov & ~4_ 5th-6th | 2_ Without-pay & ~4_ 5th-6th
75	0.06001470610499382	4_ 12th | 4_ 1st-4th | 4_ 7th-8th | 4_ 9th
76	0.03348982334136963	4_ 7th-8th | 4_ 9th | 4_ Assoc-voc | 4_ Bachelors
77	0.07799586653709412	4_ Assoc-voc | 4_ Bachelors | 4_ HS-grad | 4_ Masters
78	0.018919579684734344	4_ Some-college | 4_ HS-grad & ~6_ Married-AF-spouse | 4_ Masters & ~6_ Married-AF-spouse | 4_ Prof-school & ~6_ Married-AF-spouse
79	-0.03507018834352493	6_ Married-civ-spouse | 6_ Married-spouse-absent | 4_ Prof-school & ~6_ Never-married | 4_ Some-college & ~6_ Never-married
80	0.2329893261194229	6_ Widowed | 6_ Married-civ-spouse & ~7_ Adm-clerical | 6_ Married-spouse-absent & ~7_ Adm-clerical | 6_ Separated & ~7_ Adm-clerical
81	0.03302546218037605	7_ Armed-Forces | 7_ Craft-repair | 6_ Separated & ~7_ Exec-managerial | 6_ Widowed & ~7_ Exec-managerial
82	0.05862428992986679	7_ Armed-Forces | 7_ Craft-repair | 7_ Farming-fishing | 7_ Handlers-cleaners
83	0.1196097657084465	7_ Farming-fishing | 7_ Handlers-cleaners | 7_ Other-service | 7_ Priv-house-serv
84	-0.0023502488620579243	7_ Other-service | 7_ Priv-house-serv | 7_ Protective-serv | 7_ Sales
85	0.0610780343413353	8_ Not-in-family | 7_ Protective-serv & ~8_ Other-relative | 7_ Sales & ~8_ Other-relative | 7_ Transport-moving & ~8_ Other-relative
86	0.1458502858877182	8_ Not-in-family | 8_ Own-child | 8_ Unmarried | 7_ Transport-moving & ~8_ Wife
87	-0.020923815667629242	9_ Asian-Pac-Islander | 9_ Black | 8_ Own-child & ~9_ Other | 8_ Unmarried & ~9_ Other
88	0.009599240496754646	10_ Male | 9_ Asian-Pac-Islander & ~14_ Cambodia | 9_ Black & ~14_ Cambodia | 9_ White & ~14_ Cambodia
89	-0.06370922923088074	14_ Canada | 14_ China | 9_ White & 10_ Male | 9_ White & ~14_ Columbia | 10_ Male & ~14_ Columbia
90	-0.043989911675453186	14_ Canada | 14_ China | 14_ Cuba | 14_ Dominican-Republic
91	0.0022812362294644117	14_ Cuba | 14_ Dominican-Republic | 14_ El-Salvador | 14_ England
92	0.01060814131051302	14_ El-Salvador | 14_ England | 14_ Germany | 14_ Greece
93	-0.0305448267608881	14_ Germany | 14_ Greece | 14_ Haiti | 14_ Holand-Netherlands
94	0.0036550485529005527	14_ Haiti | 14_ Holand-Netherlands | 14_ Hong | 14_ Hungary
95	0.03579958900809288	14_ Hong | 14_ Hungary | 14_ Iran | 14_ Ireland
96	-0.015018666163086891	14_ Iran | 14_ Ireland | 14_ Jamaica | 14_ Japan
97	-0.007075461093336344	14_ Jamaica | 14_ Japan | 14_ Mexico | 14_ Nicaragua
98	-0.012822416611015797	14_ Mexico | 14_ Nicaragua | 14_ Peru | 14_ Philippines
99	-0.007967452518641949	14_ Peru | 14_ Philippines | 14_ Portugal | 14_ Puerto-Rico
100	0.0049660420045256615	14_ Portugal | 14_ Puerto-Rico | 14_ South | 14_ Taiwan
101	0.01638060063123703	14_ South | 14_ Taiwan | 14_ Trinadad&Tobago | 14_ United-States
102	-0.05782771110534668	age_ST_ | 14_ Trinadad&Tobago & ~poids_binaire_raciste_ST_ | 14_ United-States & ~poids_binaire_raciste_ST_ | 14_ Yugoslavia & ~poids_binaire_raciste_ST_
103	-0.14180131256580353	capital_gain_ST_ | 14_ Yugoslavia & age_ST_ | 14_ Yugoslavia & years_of_education_ST_ | age_ST_ & poids_binaire_raciste_ST_ | age_ST_ & years_of_education_ST_ | poids_binaire_raciste_ST_ & years_of_education_ST_ | 14_ Yugoslavia & ~capital_loss_ST_ | age_ST_ & ~capital_loss_ST_ | years_of_education_ST_ & ~capital_loss_ST_
104	-0.01537987682968378	age_ST_44.0 | years_of_education_ST_ & capital_gain_ST_ | years_of_education_ST_ & hours_per_week_ST_ | capital_gain_ST_ & hours_per_week_ST_ | capital_loss_ST_ & hours_per_week_ST_ | years_of_education_ST_ & ~poids_binaire_raciste_ST_231717.15 | capital_gain_ST_ & ~poids_binaire_raciste_ST_231717.15 | hours_per_week_ST_ & ~poids_binaire_raciste_ST_231717.15
105	0.04651891440153122	capital_gain_ST_4012.09 | hours_per_week_ST_ & age_ST_44.0 | hours_per_week_ST_ & years_of_education_ST_11.1 | age_ST_44.0 & poids_binaire_raciste_ST_231717.15 | age_ST_44.0 & years_of_education_ST_11.1 | poids_binaire_raciste_ST_231717.15 & years_of_education_ST_11.1 | hours_per_week_ST_ & ~capital_loss_ST_247.41 | age_ST_44.0 & ~capital_loss_ST_247.41 | years_of_education_ST_11.1 & ~capital_loss_ST_247.41
106	-0.2036048173904419	age_ST_50.5 | years_of_education_ST_11.1 & capital_gain_ST_4012.09 | years_of_education_ST_11.1 & hours_per_week_ST_45.34 | capital_gain_ST_4012.09 & hours_per_week_ST_45.34 | capital_loss_ST_247.41 & hours_per_week_ST_45.34 | years_of_education_ST_11.1 & ~poids_binaire_raciste_ST_281969.32 | capital_gain_ST_4012.09 & ~poids_binaire_raciste_ST_281969.32 | hours_per_week_ST_45.34 & ~poids_binaire_raciste_ST_281969.32
107	0.13503587245941162	capital_gain_ST_7528.22 | hours_per_week_ST_45.34 & age_ST_50.5 | hours_per_week_ST_45.34 & years_of_education_ST_12.33 | age_ST_50.5 & poids_binaire_raciste_ST_281969.32 | age_ST_50.5 & years_of_education_ST_12.33 | poids_binaire_raciste_ST_281969.32 & years_of_education_ST_12.33 | hours_per_week_ST_45.34 & ~capital_loss_ST_439.26 | age_ST_50.5 & ~capital_loss_ST_439.26 | years_of_education_ST_12.33 & ~capital_loss_ST_439.26
108	0.01944764330983162	~2_ Local-gov & ~2_ Never-worked & ~2_ Private & ~2_ Self-emp-not-inc
109	0.003617390524595976	~2_ Self-emp-inc & ~2_ Self-emp-not-inc & ~2_ State-gov & ~4_ 11th
110	-0.02230658382177353	2_ State-gov & 4_ 12th | ~2_ Without-pay & ~4_ 11th & ~4_ 12th & ~4_ 5th-6th
111	-0.0040413858368992805	~4_ 1st-4th & ~4_ 5th-6th & ~4_ 7th-8th & ~4_ Assoc-acdm
112	0.2657527029514313	~4_ 9th & ~4_ Assoc-acdm & ~4_ Assoc-voc & ~4_ Doctorate
