,0,1,2,3,4,5,Filter_7_Value_1,Filter_7_dontcares_1
0,0,0,0,0,0,0,True,False
1,0,0,0,0,0,1,True,False
2,0,0,0,0,1,0,False,False
3,0,0,0,0,1,1,False,False
4,0,0,0,1,0,0,False,False
5,0,0,0,1,0,1,False,False
6,0,0,0,1,1,0,False,False
7,0,0,0,1,1,1,False,False
8,0,0,1,0,0,0,False,False
9,0,0,1,0,0,1,False,False
10,0,0,1,0,1,0,False,False
11,0,0,1,0,1,1,False,False
12,0,0,1,1,0,0,False,False
13,0,0,1,1,0,1,False,False
14,0,0,1,1,1,0,False,False
15,0,0,1,1,1,1,False,False
16,0,1,0,0,0,0,False,False
17,0,1,0,0,0,1,False,False
18,0,1,0,0,1,0,False,False
19,0,1,0,0,1,1,False,False
20,0,1,0,1,0,0,False,False
21,0,1,0,1,0,1,False,False
22,0,1,0,1,1,0,False,False
23,0,1,0,1,1,1,False,False
24,0,1,1,0,0,0,False,True
25,0,1,1,0,0,1,False,True
26,0,1,1,0,1,0,False,True
27,0,1,1,0,1,1,False,True
28,0,1,1,1,0,0,False,True
29,0,1,1,1,0,1,False,True
30,0,1,1,1,1,0,False,True
31,0,1,1,1,1,1,False,True
32,1,0,0,0,0,0,True,False
33,1,0,0,0,0,1,True,False
34,1,0,0,0,1,0,False,False
35,1,0,0,0,1,1,False,False
36,1,0,0,1,0,0,False,False
37,1,0,0,1,0,1,False,False
38,1,0,0,1,1,0,False,False
39,1,0,0,1,1,1,False,False
40,1,0,1,0,0,0,False,False
41,1,0,1,0,0,1,False,False
42,1,0,1,0,1,0,False,False
43,1,0,1,0,1,1,False,False
44,1,0,1,1,0,0,False,False
45,1,0,1,1,0,1,False,False
46,1,0,1,1,1,0,False,False
47,1,0,1,1,1,1,False,False
48,1,1,0,0,0,0,False,False
49,1,1,0,0,0,1,False,False
50,1,1,0,0,1,0,False,False
51,1,1,0,0,1,1,False,False
52,1,1,0,1,0,0,False,False
53,1,1,0,1,0,1,False,False
54,1,1,0,1,1,0,False,False
55,1,1,0,1,1,1,False,False
56,1,1,1,0,0,0,False,True
57,1,1,1,0,0,1,False,True
58,1,1,1,0,1,0,False,True
59,1,1,1,0,1,1,False,True
60,1,1,1,1,0,0,False,True
61,1,1,1,1,0,1,False,True
62,1,1,1,1,1,0,False,True
63,1,1,1,1,1,1,False,True
