,0,1,2,3,4,5,Filter_12_Value_1,Filter_12_dontcares_1
0,0,0,0,0,0,0,False,False
1,0,0,0,0,0,1,False,False
2,0,0,0,0,1,0,False,False
3,0,0,0,0,1,1,False,True
4,0,0,0,1,0,0,False,False
5,0,0,0,1,0,1,False,False
6,0,0,0,1,1,0,False,False
7,0,0,0,1,1,1,False,True
8,0,0,1,0,0,0,False,False
9,0,0,1,0,0,1,False,False
10,0,0,1,0,1,0,False,False
11,0,0,1,0,1,1,False,True
12,0,0,1,1,0,0,False,False
13,0,0,1,1,0,1,False,False
14,0,0,1,1,1,0,False,False
15,0,0,1,1,1,1,False,True
16,0,1,0,0,0,0,True,False
17,0,1,0,0,0,1,True,False
18,0,1,0,0,1,0,True,False
19,0,1,0,0,1,1,True,True
20,0,1,0,1,0,0,True,False
21,0,1,0,1,0,1,True,False
22,0,1,0,1,1,0,True,False
23,0,1,0,1,1,1,True,True
24,0,1,1,0,0,0,True,False
25,0,1,1,0,0,1,True,False
26,0,1,1,0,1,0,True,False
27,0,1,1,0,1,1,True,True
28,0,1,1,1,0,0,True,False
29,0,1,1,1,0,1,True,False
30,0,1,1,1,1,0,True,False
31,0,1,1,1,1,1,True,True
32,1,0,0,0,0,0,False,False
33,1,0,0,0,0,1,False,False
34,1,0,0,0,1,0,False,False
35,1,0,0,0,1,1,False,True
36,1,0,0,1,0,0,False,False
37,1,0,0,1,0,1,False,False
38,1,0,0,1,1,0,False,False
39,1,0,0,1,1,1,False,True
40,1,0,1,0,0,0,False,False
41,1,0,1,0,0,1,False,False
42,1,0,1,0,1,0,False,False
43,1,0,1,0,1,1,False,True
44,1,0,1,1,0,0,False,False
45,1,0,1,1,0,1,False,False
46,1,0,1,1,1,0,False,False
47,1,0,1,1,1,1,False,True
48,1,1,0,0,0,0,True,False
49,1,1,0,0,0,1,True,False
50,1,1,0,0,1,0,True,False
51,1,1,0,0,1,1,True,True
52,1,1,0,1,0,0,True,False
53,1,1,0,1,0,1,True,False
54,1,1,0,1,1,0,True,False
55,1,1,0,1,1,1,True,True
56,1,1,1,0,0,0,True,False
57,1,1,1,0,0,1,True,False
58,1,1,1,0,1,0,True,False
59,1,1,1,0,1,1,True,True
60,1,1,1,1,0,0,True,False
61,1,1,1,1,0,1,True,False
62,1,1,1,1,1,0,True,False
63,1,1,1,1,1,1,True,True
