,0,1,2,3,4,5,Filter_15_Value_1,Filter_15_dontcares_1
0,0,0,0,0,0,0,False,False
1,0,0,0,0,0,1,True,False
2,0,0,0,0,1,0,True,False
3,0,0,0,0,1,1,True,True
4,0,0,0,1,0,0,False,False
5,0,0,0,1,0,1,True,False
6,0,0,0,1,1,0,True,False
7,0,0,0,1,1,1,True,True
8,0,0,1,0,0,0,False,False
9,0,0,1,0,0,1,True,False
10,0,0,1,0,1,0,True,False
11,0,0,1,0,1,1,True,True
12,0,0,1,1,0,0,False,False
13,0,0,1,1,0,1,True,False
14,0,0,1,1,1,0,True,False
15,0,0,1,1,1,1,True,True
16,0,1,0,0,0,0,False,False
17,0,1,0,0,0,1,False,False
18,0,1,0,0,1,0,True,False
19,0,1,0,0,1,1,True,True
20,0,1,0,1,0,0,False,False
21,0,1,0,1,0,1,False,False
22,0,1,0,1,1,0,False,False
23,0,1,0,1,1,1,True,True
24,0,1,1,0,0,0,False,False
25,0,1,1,0,0,1,False,False
26,0,1,1,0,1,0,False,False
27,0,1,1,0,1,1,True,True
28,0,1,1,1,0,0,False,False
29,0,1,1,1,0,1,False,False
30,0,1,1,1,1,0,False,False
31,0,1,1,1,1,1,True,True
32,1,0,0,0,0,0,True,False
33,1,0,0,0,0,1,True,False
34,1,0,0,0,1,0,True,False
35,1,0,0,0,1,1,True,True
36,1,0,0,1,0,0,False,False
37,1,0,0,1,0,1,True,False
38,1,0,0,1,1,0,True,False
39,1,0,0,1,1,1,True,True
40,1,0,1,0,0,0,False,False
41,1,0,1,0,0,1,True,False
42,1,0,1,0,1,0,True,False
43,1,0,1,0,1,1,True,True
44,1,0,1,1,0,0,False,False
45,1,0,1,1,0,1,True,False
46,1,0,1,1,1,0,True,False
47,1,0,1,1,1,1,True,True
48,1,1,0,0,0,0,False,False
49,1,1,0,0,0,1,False,False
50,1,1,0,0,1,0,True,False
51,1,1,0,0,1,1,True,True
52,1,1,0,1,0,0,False,False
53,1,1,0,1,0,1,False,False
54,1,1,0,1,1,0,False,False
55,1,1,0,1,1,1,True,True
56,1,1,1,0,0,0,False,False
57,1,1,1,0,0,1,False,False
58,1,1,1,0,1,0,False,False
59,1,1,1,0,1,1,True,True
60,1,1,1,1,0,0,False,False
61,1,1,1,1,0,1,False,False
62,1,1,1,1,1,0,False,False
63,1,1,1,1,1,1,True,True
