,0,1,2,3,4,5,6,7,Filter_0_Value_1,Filter_0_dontcares_1
0,0,0,0,0,0,0,0,0,False,False
1,0,0,0,0,0,0,0,1,False,False
2,0,0,0,0,0,0,1,0,True,False
3,0,0,0,0,0,0,1,1,False,False
4,0,0,0,0,0,1,0,0,False,False
5,0,0,0,0,0,1,0,1,False,False
6,0,0,0,0,0,1,1,0,False,False
7,0,0,0,0,0,1,1,1,False,False
8,0,0,0,0,1,0,0,0,True,False
9,0,0,0,0,1,0,0,1,True,False
10,0,0,0,0,1,0,1,0,True,False
11,0,0,0,0,1,0,1,1,True,False
12,0,0,0,0,1,1,0,0,True,False
13,0,0,0,0,1,1,0,1,True,False
14,0,0,0,0,1,1,1,0,True,False
15,0,0,0,0,1,1,1,1,True,False
16,0,0,0,1,0,0,0,0,True,False
17,0,0,0,1,0,0,0,1,False,False
18,0,0,0,1,0,0,1,0,True,False
19,0,0,0,1,0,0,1,1,False,False
20,0,0,0,1,0,1,0,0,False,False
21,0,0,0,1,0,1,0,1,False,False
22,0,0,0,1,0,1,1,0,True,False
23,0,0,0,1,0,1,1,1,False,False
24,0,0,0,1,1,0,0,0,True,False
25,0,0,0,1,1,0,0,1,True,False
26,0,0,0,1,1,0,1,0,True,False
27,0,0,0,1,1,0,1,1,True,False
28,0,0,0,1,1,1,0,0,True,False
29,0,0,0,1,1,1,0,1,True,False
30,0,0,0,1,1,1,1,0,True,False
31,0,0,0,1,1,1,1,1,True,False
32,0,0,1,0,0,0,0,0,True,False
33,0,0,1,0,0,0,0,1,True,False
34,0,0,1,0,0,0,1,0,True,False
35,0,0,1,0,0,0,1,1,True,False
36,0,0,1,0,0,1,0,0,True,False
37,0,0,1,0,0,1,0,1,False,False
38,0,0,1,0,0,1,1,0,True,False
39,0,0,1,0,0,1,1,1,True,False
40,0,0,1,0,1,0,0,0,True,False
41,0,0,1,0,1,0,0,1,True,False
42,0,0,1,0,1,0,1,0,True,False
43,0,0,1,0,1,0,1,1,True,False
44,0,0,1,0,1,1,0,0,True,False
45,0,0,1,0,1,1,0,1,True,False
46,0,0,1,0,1,1,1,0,True,False
47,0,0,1,0,1,1,1,1,True,False
48,0,0,1,1,0,0,0,0,True,False
49,0,0,1,1,0,0,0,1,True,False
50,0,0,1,1,0,0,1,0,True,False
51,0,0,1,1,0,0,1,1,True,False
52,0,0,1,1,0,1,0,0,True,False
53,0,0,1,1,0,1,0,1,True,False
54,0,0,1,1,0,1,1,0,True,False
55,0,0,1,1,0,1,1,1,True,False
56,0,0,1,1,1,0,0,0,True,False
57,0,0,1,1,1,0,0,1,True,False
58,0,0,1,1,1,0,1,0,True,False
59,0,0,1,1,1,0,1,1,True,False
60,0,0,1,1,1,1,0,0,True,False
61,0,0,1,1,1,1,0,1,True,False
62,0,0,1,1,1,1,1,0,True,False
63,0,0,1,1,1,1,1,1,True,False
64,0,1,0,0,0,0,0,0,True,False
65,0,1,0,0,0,0,0,1,True,False
66,0,1,0,0,0,0,1,0,True,False
67,0,1,0,0,0,0,1,1,True,False
68,0,1,0,0,0,1,0,0,True,False
69,0,1,0,0,0,1,0,1,True,False
70,0,1,0,0,0,1,1,0,True,False
71,0,1,0,0,0,1,1,1,True,False
72,0,1,0,0,1,0,0,0,True,False
73,0,1,0,0,1,0,0,1,True,False
74,0,1,0,0,1,0,1,0,True,False
75,0,1,0,0,1,0,1,1,True,False
76,0,1,0,0,1,1,0,0,True,False
77,0,1,0,0,1,1,0,1,True,False
78,0,1,0,0,1,1,1,0,True,False
79,0,1,0,0,1,1,1,1,True,False
80,0,1,0,1,0,0,0,0,True,False
81,0,1,0,1,0,0,0,1,True,False
82,0,1,0,1,0,0,1,0,True,False
83,0,1,0,1,0,0,1,1,True,False
84,0,1,0,1,0,1,0,0,True,False
85,0,1,0,1,0,1,0,1,True,False
86,0,1,0,1,0,1,1,0,True,False
87,0,1,0,1,0,1,1,1,True,False
88,0,1,0,1,1,0,0,0,True,False
89,0,1,0,1,1,0,0,1,True,False
90,0,1,0,1,1,0,1,0,True,False
91,0,1,0,1,1,0,1,1,True,False
92,0,1,0,1,1,1,0,0,True,False
93,0,1,0,1,1,1,0,1,True,False
94,0,1,0,1,1,1,1,0,True,False
95,0,1,0,1,1,1,1,1,True,False
96,0,1,1,0,0,0,0,0,True,False
97,0,1,1,0,0,0,0,1,True,False
98,0,1,1,0,0,0,1,0,True,False
99,0,1,1,0,0,0,1,1,True,False
100,0,1,1,0,0,1,0,0,True,False
101,0,1,1,0,0,1,0,1,True,False
102,0,1,1,0,0,1,1,0,True,False
103,0,1,1,0,0,1,1,1,True,False
104,0,1,1,0,1,0,0,0,True,False
105,0,1,1,0,1,0,0,1,True,False
106,0,1,1,0,1,0,1,0,True,False
107,0,1,1,0,1,0,1,1,True,False
108,0,1,1,0,1,1,0,0,True,False
109,0,1,1,0,1,1,0,1,True,False
110,0,1,1,0,1,1,1,0,True,False
111,0,1,1,0,1,1,1,1,True,False
112,0,1,1,1,0,0,0,0,True,False
113,0,1,1,1,0,0,0,1,True,False
114,0,1,1,1,0,0,1,0,True,False
115,0,1,1,1,0,0,1,1,True,False
116,0,1,1,1,0,1,0,0,True,False
117,0,1,1,1,0,1,0,1,True,False
118,0,1,1,1,0,1,1,0,True,False
119,0,1,1,1,0,1,1,1,True,False
120,0,1,1,1,1,0,0,0,True,False
121,0,1,1,1,1,0,0,1,True,False
122,0,1,1,1,1,0,1,0,True,False
123,0,1,1,1,1,0,1,1,True,False
124,0,1,1,1,1,1,0,0,True,False
125,0,1,1,1,1,1,0,1,True,False
126,0,1,1,1,1,1,1,0,True,False
127,0,1,1,1,1,1,1,1,True,False
128,1,0,0,0,0,0,0,0,False,False
129,1,0,0,0,0,0,0,1,False,False
130,1,0,0,0,0,0,1,0,False,False
131,1,0,0,0,0,0,1,1,False,False
132,1,0,0,0,0,1,0,0,False,False
133,1,0,0,0,0,1,0,1,False,False
134,1,0,0,0,0,1,1,0,False,False
135,1,0,0,0,0,1,1,1,False,False
136,1,0,0,0,1,0,0,0,True,False
137,1,0,0,0,1,0,0,1,True,False
138,1,0,0,0,1,0,1,0,True,False
139,1,0,0,0,1,0,1,1,True,False
140,1,0,0,0,1,1,0,0,True,False
141,1,0,0,0,1,1,0,1,False,False
142,1,0,0,0,1,1,1,0,True,False
143,1,0,0,0,1,1,1,1,True,False
144,1,0,0,1,0,0,0,0,False,False
145,1,0,0,1,0,0,0,1,False,False
146,1,0,0,1,0,0,1,0,True,False
147,1,0,0,1,0,0,1,1,False,False
148,1,0,0,1,0,1,0,0,False,False
149,1,0,0,1,0,1,0,1,False,False
150,1,0,0,1,0,1,1,0,False,False
151,1,0,0,1,0,1,1,1,False,False
152,1,0,0,1,1,0,0,0,True,False
153,1,0,0,1,1,0,0,1,True,False
154,1,0,0,1,1,0,1,0,True,False
155,1,0,0,1,1,0,1,1,True,False
156,1,0,0,1,1,1,0,0,True,False
157,1,0,0,1,1,1,0,1,True,False
158,1,0,0,1,1,1,1,0,True,False
159,1,0,0,1,1,1,1,1,True,False
160,1,0,1,0,0,0,0,0,True,False
161,1,0,1,0,0,0,0,1,False,False
162,1,0,1,0,0,0,1,0,True,False
163,1,0,1,0,0,0,1,1,False,False
164,1,0,1,0,0,1,0,0,False,False
165,1,0,1,0,0,1,0,1,False,False
166,1,0,1,0,0,1,1,0,True,False
167,1,0,1,0,0,1,1,1,False,False
168,1,0,1,0,1,0,0,0,True,False
169,1,0,1,0,1,0,0,1,True,False
170,1,0,1,0,1,0,1,0,True,False
171,1,0,1,0,1,0,1,1,True,False
172,1,0,1,0,1,1,0,0,True,False
173,1,0,1,0,1,1,0,1,True,False
174,1,0,1,0,1,1,1,0,True,False
175,1,0,1,0,1,1,1,1,True,False
176,1,0,1,1,0,0,0,0,True,False
177,1,0,1,1,0,0,0,1,True,False
178,1,0,1,1,0,0,1,0,True,False
