,0,1,2,3,4,5,6,7,Filter_1_Value_1,Filter_1_dontcares_1
0,0,0,0,0,0,0,0,0,True,False
1,0,0,0,0,0,0,0,1,True,False
2,0,0,0,0,0,0,1,0,True,False
3,0,0,0,0,0,0,1,1,False,False
4,0,0,0,0,0,1,0,0,True,False
5,0,0,0,0,0,1,0,1,True,False
6,0,0,0,0,0,1,1,0,True,False
7,0,0,0,0,0,1,1,1,False,False
8,0,0,0,0,1,0,0,0,True,False
9,0,0,0,0,1,0,0,1,False,False
10,0,0,0,0,1,0,1,0,False,False
11,0,0,0,0,1,0,1,1,False,False
12,0,0,0,0,1,1,0,0,True,False
13,0,0,0,0,1,1,0,1,False,False
14,0,0,0,0,1,1,1,0,False,False
15,0,0,0,0,1,1,1,1,False,False
16,0,0,0,1,0,0,0,0,False,False
17,0,0,0,1,0,0,0,1,False,False
18,0,0,0,1,0,0,1,0,False,False
19,0,0,0,1,0,0,1,1,False,False
20,0,0,0,1,0,1,0,0,False,False
21,0,0,0,1,0,1,0,1,False,False
22,0,0,0,1,0,1,1,0,False,False
23,0,0,0,1,0,1,1,1,False,False
24,0,0,0,1,1,0,0,0,False,False
25,0,0,0,1,1,0,0,1,False,False
26,0,0,0,1,1,0,1,0,False,False
27,0,0,0,1,1,0,1,1,False,False
28,0,0,0,1,1,1,0,0,False,False
29,0,0,0,1,1,1,0,1,False,False
30,0,0,0,1,1,1,1,0,False,False
31,0,0,0,1,1,1,1,1,False,False
32,0,0,1,0,0,0,0,0,False,False
33,0,0,1,0,0,0,0,1,False,False
34,0,0,1,0,0,0,1,0,False,False
35,0,0,1,0,0,0,1,1,False,False
36,0,0,1,0,0,1,0,0,False,False
37,0,0,1,0,0,1,0,1,False,False
38,0,0,1,0,0,1,1,0,False,False
39,0,0,1,0,0,1,1,1,False,False
40,0,0,1,0,1,0,0,0,False,False
41,0,0,1,0,1,0,0,1,False,False
42,0,0,1,0,1,0,1,0,False,False
43,0,0,1,0,1,0,1,1,False,False
44,0,0,1,0,1,1,0,0,False,False
45,0,0,1,0,1,1,0,1,False,False
46,0,0,1,0,1,1,1,0,False,False
47,0,0,1,0,1,1,1,1,False,False
48,0,0,1,1,0,0,0,0,False,False
49,0,0,1,1,0,0,0,1,False,False
50,0,0,1,1,0,0,1,0,False,False
51,0,0,1,1,0,0,1,1,False,False
52,0,0,1,1,0,1,0,0,False,False
53,0,0,1,1,0,1,0,1,False,False
54,0,0,1,1,0,1,1,0,False,False
55,0,0,1,1,0,1,1,1,False,False
56,0,0,1,1,1,0,0,0,False,False
57,0,0,1,1,1,0,0,1,False,False
58,0,0,1,1,1,0,1,0,False,False
59,0,0,1,1,1,0,1,1,False,False
60,0,0,1,1,1,1,0,0,False,False
61,0,0,1,1,1,1,0,1,False,False
62,0,0,1,1,1,1,1,0,False,False
63,0,0,1,1,1,1,1,1,False,False
64,0,1,0,0,0,0,0,0,False,False
65,0,1,0,0,0,0,0,1,False,False
66,0,1,0,0,0,0,1,0,False,False
67,0,1,0,0,0,0,1,1,False,False
68,0,1,0,0,0,1,0,0,False,False
69,0,1,0,0,0,1,0,1,False,False
70,0,1,0,0,0,1,1,0,False,False
71,0,1,0,0,0,1,1,1,False,False
72,0,1,0,0,1,0,0,0,False,False
73,0,1,0,0,1,0,0,1,False,False
74,0,1,0,0,1,0,1,0,False,False
75,0,1,0,0,1,0,1,1,False,False
76,0,1,0,0,1,1,0,0,False,False
77,0,1,0,0,1,1,0,1,False,False
78,0,1,0,0,1,1,1,0,False,False
79,0,1,0,0,1,1,1,1,False,False
80,0,1,0,1,0,0,0,0,False,False
81,0,1,0,1,0,0,0,1,False,False
82,0,1,0,1,0,0,1,0,False,False
83,0,1,0,1,0,0,1,1,False,False
84,0,1,0,1,0,1,0,0,False,False
85,0,1,0,1,0,1,0,1,False,False
86,0,1,0,1,0,1,1,0,False,False
87,0,1,0,1,0,1,1,1,False,False
88,0,1,0,1,1,0,0,0,False,False
89,0,1,0,1,1,0,0,1,False,False
90,0,1,0,1,1,0,1,0,False,False
91,0,1,0,1,1,0,1,1,False,False
92,0,1,0,1,1,1,0,0,False,False
93,0,1,0,1,1,1,0,1,False,False
94,0,1,0,1,1,1,1,0,False,False
95,0,1,0,1,1,1,1,1,False,False
96,0,1,1,0,0,0,0,0,False,False
97,0,1,1,0,0,0,0,1,False,False
98,0,1,1,0,0,0,1,0,False,False
99,0,1,1,0,0,0,1,1,False,False
100,0,1,1,0,0,1,0,0,False,False
101,0,1,1,0,0,1,0,1,False,False
102,0,1,1,0,0,1,1,0,False,False
103,0,1,1,0,0,1,1,1,False,False
104,0,1,1,0,1,0,0,0,False,False
105,0,1,1,0,1,0,0,1,False,False
106,0,1,1,0,1,0,1,0,False,False
107,0,1,1,0,1,0,1,1,False,False
108,0,1,1,0,1,1,0,0,False,False
109,0,1,1,0,1,1,0,1,False,False
110,0,1,1,0,1,1,1,0,False,False
111,0,1,1,0,1,1,1,1,False,False
112,0,1,1,1,0,0,0,0,False,False
113,0,1,1,1,0,0,0,1,False,False
114,0,1,1,1,0,0,1,0,False,False
115,0,1,1,1,0,0,1,1,False,False
116,0,1,1,1,0,1,0,0,False,False
117,0,1,1,1,0,1,0,1,False,False
118,0,1,1,1,0,1,1,0,False,False
119,0,1,1,1,0,1,1,1,False,False
120,0,1,1,1,1,0,0,0,False,False
121,0,1,1,1,1,0,0,1,False,False
122,0,1,1,1,1,0,1,0,False,False
123,0,1,1,1,1,0,1,1,False,False
124,0,1,1,1,1,1,0,0,False,False
125,0,1,1,1,1,1,0,1,False,False
126,0,1,1,1,1,1,1,0,False,False
127,0,1,1,1,1,1,1,1,False,False
128,1,0,0,0,0,0,0,0,False,False
129,1,0,0,0,0,0,0,1,False,False
130,1,0,0,0,0,0,1,0,False,False
131,1,0,0,0,0,0,1,1,False,False
132,1,0,0,0,0,1,0,0,False,False
133,1,0,0,0,0,1,0,1,False,False
134,1,0,0,0,0,1,1,0,False,False
135,1,0,0,0,0,1,1,1,False,False
136,1,0,0,0,1,0,0,0,False,False
137,1,0,0,0,1,0,0,1,False,False
138,1,0,0,0,1,0,1,0,False,False
139,1,0,0,0,1,0,1,1,False,False
140,1,0,0,0,1,1,0,0,False,False
141,1,0,0,0,1,1,0,1,False,False
142,1,0,0,0,1,1,1,0,False,False
143,1,0,0,0,1,1,1,1,False,False
144,1,0,0,1,0,0,0,0,False,False
145,1,0,0,1,0,0,0,1,False,False
146,1,0,0,1,0,0,1,0,False,False
147,1,0,0,1,0,0,1,1,False,False
148,1,0,0,1,0,1,0,0,False,False
