,0,1,2,3,4,5,6,7,Filter_0_Value_1,Filter_0_dontcares_1
0,0,0,0,0,0,0,0,0,False,False
1,0,0,0,0,0,0,0,1,False,False
2,0,0,0,0,0,0,1,0,True,False
3,0,0,0,0,0,0,1,1,False,False
4,0,0,0,0,0,1,0,0,False,False
5,0,0,0,0,0,1,0,1,False,False
6,0,0,0,0,0,1,1,0,False,True
7,0,0,0,0,0,1,1,1,False,True
8,0,0,0,0,1,0,0,0,True,False
9,0,0,0,0,1,0,0,1,True,False
10,0,0,0,0,1,0,1,0,True,True
11,0,0,0,0,1,0,1,1,True,True
12,0,0,0,0,1,1,0,0,True,True
13,0,0,0,0,1,1,0,1,True,True
14,0,0,0,0,1,1,1,0,True,True
15,0,0,0,0,1,1,1,1,True,True
16,0,0,0,1,0,0,0,0,True,False
17,0,0,0,1,0,0,0,1,False,False
18,0,0,0,1,0,0,1,0,True,False
19,0,0,0,1,0,0,1,1,False,False
20,0,0,0,1,0,1,0,0,False,False
21,0,0,0,1,0,1,0,1,False,False
22,0,0,0,1,0,1,1,0,True,True
23,0,0,0,1,0,1,1,1,False,True
24,0,0,0,1,1,0,0,0,True,False
25,0,0,0,1,1,0,0,1,True,False
26,0,0,0,1,1,0,1,0,True,True
27,0,0,0,1,1,0,1,1,True,True
28,0,0,0,1,1,1,0,0,True,True
29,0,0,0,1,1,1,0,1,True,True
30,0,0,0,1,1,1,1,0,True,True
31,0,0,0,1,1,1,1,1,True,True
32,0,0,1,0,0,0,0,0,True,False
33,0,0,1,0,0,0,0,1,True,False
34,0,0,1,0,0,0,1,0,True,False
35,0,0,1,0,0,0,1,1,True,False
36,0,0,1,0,0,1,0,0,True,False
37,0,0,1,0,0,1,0,1,False,False
38,0,0,1,0,0,1,1,0,True,True
39,0,0,1,0,0,1,1,1,True,True
40,0,0,1,0,1,0,0,0,True,False
41,0,0,1,0,1,0,0,1,True,False
42,0,0,1,0,1,0,1,0,True,True
43,0,0,1,0,1,0,1,1,True,True
44,0,0,1,0,1,1,0,0,True,True
45,0,0,1,0,1,1,0,1,True,True
46,0,0,1,0,1,1,1,0,True,True
47,0,0,1,0,1,1,1,1,True,True
48,0,0,1,1,0,0,0,0,True,False
49,0,0,1,1,0,0,0,1,True,False
50,0,0,1,1,0,0,1,0,True,False
51,0,0,1,1,0,0,1,1,True,False
52,0,0,1,1,0,1,0,0,True,False
53,0,0,1,1,0,1,0,1,True,False
54,0,0,1,1,0,1,1,0,True,True
55,0,0,1,1,0,1,1,1,True,True
56,0,0,1,1,1,0,0,0,True,False
57,0,0,1,1,1,0,0,1,True,False
58,0,0,1,1,1,0,1,0,True,True
59,0,0,1,1,1,0,1,1,True,True
60,0,0,1,1,1,1,0,0,True,True
61,0,0,1,1,1,1,0,1,True,True
62,0,0,1,1,1,1,1,0,True,True
63,0,0,1,1,1,1,1,1,True,True
64,0,1,0,0,0,0,0,0,True,False
65,0,1,0,0,0,0,0,1,True,False
66,0,1,0,0,0,0,1,0,True,False
67,0,1,0,0,0,0,1,1,True,False
68,0,1,0,0,0,1,0,0,True,False
69,0,1,0,0,0,1,0,1,True,False
70,0,1,0,0,0,1,1,0,True,True
71,0,1,0,0,0,1,1,1,True,True
72,0,1,0,0,1,0,0,0,True,False
73,0,1,0,0,1,0,0,1,True,False
74,0,1,0,0,1,0,1,0,True,True
75,0,1,0,0,1,0,1,1,True,True
76,0,1,0,0,1,1,0,0,True,True
77,0,1,0,0,1,1,0,1,True,True
78,0,1,0,0,1,1,1,0,True,True
79,0,1,0,0,1,1,1,1,True,True
80,0,1,0,1,0,0,0,0,True,False
81,0,1,0,1,0,0,0,1,True,False
82,0,1,0,1,0,0,1,0,True,False
83,0,1,0,1,0,0,1,1,True,False
84,0,1,0,1,0,1,0,0,True,False
85,0,1,0,1,0,1,0,1,True,False
86,0,1,0,1,0,1,1,0,True,True
87,0,1,0,1,0,1,1,1,True,True
88,0,1,0,1,1,0,0,0,True,False
89,0,1,0,1,1,0,0,1,True,False
90,0,1,0,1,1,0,1,0,True,True
91,0,1,0,1,1,0,1,1,True,True
92,0,1,0,1,1,1,0,0,True,True
93,0,1,0,1,1,1,0,1,True,True
94,0,1,0,1,1,1,1,0,True,True
95,0,1,0,1,1,1,1,1,True,True
96,0,1,1,0,0,0,0,0,True,False
97,0,1,1,0,0,0,0,1,True,False
98,0,1,1,0,0,0,1,0,True,False
99,0,1,1,0,0,0,1,1,True,False
100,0,1,1,0,0,1,0,0,True,False
101,0,1,1,0,0,1,0,1,True,False
102,0,1,1,0,0,1,1,0,True,True
103,0,1,1,0,0,1,1,1,True,True
104,0,1,1,0,1,0,0,0,True,False
105,0,1,1,0,1,0,0,1,True,False
106,0,1,1,0,1,0,1,0,True,True
107,0,1,1,0,1,0,1,1,True,True
108,0,1,1,0,1,1,0,0,True,True
109,0,1,1,0,1,1,0,1,True,True
110,0,1,1,0,1,1,1,0,True,True
111,0,1,1,0,1,1,1,1,True,True
112,0,1,1,1,0,0,0,0,True,False
113,0,1,1,1,0,0,0,1,True,False
114,0,1,1,1,0,0,1,0,True,False
115,0,1,1,1,0,0,1,1,True,False
116,0,1,1,1,0,1,0,0,True,False
117,0,1,1,1,0,1,0,1,True,False
118,0,1,1,1,0,1,1,0,True,True
119,0,1,1,1,0,1,1,1,True,True
120,0,1,1,1,1,0,0,0,True,False
121,0,1,1,1,1,0,0,1,True,False
122,0,1,1,1,1,0,1,0,True,True
123,0,1,1,1,1,0,1,1,True,True
124,0,1,1,1,1,1,0,0,True,True
125,0,1,1,1,1,1,0,1,True,True
126,0,1,1,1,1,1,1,0,True,True
127,0,1,1,1,1,1,1,1,True,True
128,1,0,0,0,0,0,0,0,False,False
129,1,0,0,0,0,0,0,1,False,False
130,1,0,0,0,0,0,1,0,False,False
131,1,0,0,0,0,0,1,1,False,False
132,1,0,0,0,0,1,0,0,False,False
133,1,0,0,0,0,1,0,1,False,False
134,1,0,0,0,0,1,1,0,False,True
135,1,0,0,0,0,1,1,1,False,True
136,1,0,0,0,1,0,0,0,True,False
137,1,0,0,0,1,0,0,1,True,False
138,1,0,0,0,1,0,1,0,True,True
139,1,0,0,0,1,0,1,1,True,True
140,1,0,0,0,1,1,0,0,True,True
141,1,0,0,0,1,1,0,1,False,True
142,1,0,0,0,1,1,1,0,True,True
143,1,0,0,0,1,1,1,1,True,True
144,1,0,0,1,0,0,0,0,False,False
145,1,0,0,1,0,0,0,1,False,False
146,1,0,0,1,0,0,1,0,True,False
147,1,0,0,1,0,0,1,1,False,False
148,1,0,0,1,0,1,0,0,False,False
149,1,0,0,1,0,1,0,1,False,False
150,1,0,0,1,0,1,1,0,False,True
151,1,0,0,1,0,1,1,1,False,True
152,1,0,0,1,1,0,0,0,True,False
153,1,0,0,1,1,0,0,1,True,False
154,1,0,0,1,1,0,1,0,True,True
155,1,0,0,1,1,0,1,1,True,True
156,1,0,0,1,1,1,0,0,True,True
157,1,0,0,1,1,1,0,1,True,True
158,1,0,0,1,1,1,1,0,True,True
159,1,0,0,1,1,1,1,1,True,True
160,1,0,1,0,0,0,0,0,True,False
161,1,0,1,0,0,0,0,1,False,False
162,1,0,1,0,0,0,1,0,True,False
163,1,0,1,0,0,0,1,1,False,False
164,1,0,1,0,0,1,0,0,False,False
165,1,0,1,0,0,1,0,1,False,False
166,1,0,1,0,0,1,1,0,True,True
167,1,0,1,0,0,1,1,1,False,True
168,1,0,1,0,1,0,0,0,True,False
169,1,0,1,0,1,0,0,1,True,False
170,1,0,1,0,1,0,1,0,True,True
171,1,0,1,0,1,0,1,1,True,True
172,1,0,1,0,1,1,0,0,True,True
173,1,0,1,0,1,1,0,1,True,True
174,1,0,1,0,1,1,1,0,True,True
175,1,0,1,0,1,1,1,1,True,True
176,1,0,1,1,0,0,0,0,True,False
177,1,0,1,1,0,0,0,1,True,False
178,1,0,1,1,0,0,1,0,True,False
