,0,1,2,3,4,5,6,7,Filter_4_Value_1,Filter_4_dontcares_1
0,0,0,0,0,0,0,0,0,False,False
1,0,0,0,0,0,0,0,1,True,False
2,0,0,0,0,0,0,1,0,False,False
3,0,0,0,0,0,0,1,1,True,True
4,0,0,0,0,0,1,0,0,False,False
5,0,0,0,0,0,1,0,1,True,True
6,0,0,0,0,0,1,1,0,False,True
7,0,0,0,0,0,1,1,1,True,True
8,0,0,0,0,1,0,0,0,False,False
9,0,0,0,0,1,0,0,1,False,False
10,0,0,0,0,1,0,1,0,False,False
11,0,0,0,0,1,0,1,1,False,True
12,0,0,0,0,1,1,0,0,False,False
13,0,0,0,0,1,1,0,1,False,True
14,0,0,0,0,1,1,1,0,False,True
15,0,0,0,0,1,1,1,1,False,True
16,0,0,0,1,0,0,0,0,True,False
17,0,0,0,1,0,0,0,1,True,False
18,0,0,0,1,0,0,1,0,True,False
19,0,0,0,1,0,0,1,1,True,True
20,0,0,0,1,0,1,0,0,True,False
21,0,0,0,1,0,1,0,1,True,True
22,0,0,0,1,0,1,1,0,True,True
23,0,0,0,1,0,1,1,1,True,True
24,0,0,0,1,1,0,0,0,True,False
25,0,0,0,1,1,0,0,1,True,False
26,0,0,0,1,1,0,1,0,True,False
27,0,0,0,1,1,0,1,1,True,True
28,0,0,0,1,1,1,0,0,True,False
29,0,0,0,1,1,1,0,1,True,True
30,0,0,0,1,1,1,1,0,True,True
31,0,0,0,1,1,1,1,1,True,True
32,0,0,1,0,0,0,0,0,True,False
33,0,0,1,0,0,0,0,1,True,False
34,0,0,1,0,0,0,1,0,True,False
35,0,0,1,0,0,0,1,1,True,True
36,0,0,1,0,0,1,0,0,True,False
37,0,0,1,0,0,1,0,1,True,True
38,0,0,1,0,0,1,1,0,True,True
39,0,0,1,0,0,1,1,1,True,True
40,0,0,1,0,1,0,0,0,True,False
41,0,0,1,0,1,0,0,1,True,False
42,0,0,1,0,1,0,1,0,True,False
43,0,0,1,0,1,0,1,1,True,True
44,0,0,1,0,1,1,0,0,True,False
45,0,0,1,0,1,1,0,1,True,True
46,0,0,1,0,1,1,1,0,True,True
47,0,0,1,0,1,1,1,1,True,True
48,0,0,1,1,0,0,0,0,True,True
49,0,0,1,1,0,0,0,1,True,True
50,0,0,1,1,0,0,1,0,True,True
51,0,0,1,1,0,0,1,1,True,True
52,0,0,1,1,0,1,0,0,True,True
53,0,0,1,1,0,1,0,1,True,True
54,0,0,1,1,0,1,1,0,True,True
55,0,0,1,1,0,1,1,1,True,True
56,0,0,1,1,1,0,0,0,True,True
57,0,0,1,1,1,0,0,1,True,True
58,0,0,1,1,1,0,1,0,True,True
59,0,0,1,1,1,0,1,1,True,True
60,0,0,1,1,1,1,0,0,True,True
61,0,0,1,1,1,1,0,1,True,True
62,0,0,1,1,1,1,1,0,True,True
63,0,0,1,1,1,1,1,1,True,True
64,0,1,0,0,0,0,0,0,False,False
65,0,1,0,0,0,0,0,1,True,False
66,0,1,0,0,0,0,1,0,False,False
67,0,1,0,0,0,0,1,1,True,True
68,0,1,0,0,0,1,0,0,False,False
69,0,1,0,0,0,1,0,1,True,True
70,0,1,0,0,0,1,1,0,False,True
71,0,1,0,0,0,1,1,1,True,True
72,0,1,0,0,1,0,0,0,False,False
73,0,1,0,0,1,0,0,1,False,False
74,0,1,0,0,1,0,1,0,False,False
75,0,1,0,0,1,0,1,1,False,True
76,0,1,0,0,1,1,0,0,False,False
77,0,1,0,0,1,1,0,1,False,True
78,0,1,0,0,1,1,1,0,False,True
79,0,1,0,0,1,1,1,1,False,True
80,0,1,0,1,0,0,0,0,True,True
81,0,1,0,1,0,0,0,1,True,True
82,0,1,0,1,0,0,1,0,True,True
83,0,1,0,1,0,0,1,1,True,True
84,0,1,0,1,0,1,0,0,True,True
85,0,1,0,1,0,1,0,1,True,True
86,0,1,0,1,0,1,1,0,True,True
87,0,1,0,1,0,1,1,1,True,True
88,0,1,0,1,1,0,0,0,False,True
89,0,1,0,1,1,0,0,1,True,True
90,0,1,0,1,1,0,1,0,True,True
91,0,1,0,1,1,0,1,1,True,True
92,0,1,0,1,1,1,0,0,False,True
93,0,1,0,1,1,1,0,1,True,True
94,0,1,0,1,1,1,1,0,True,True
95,0,1,0,1,1,1,1,1,True,True
96,0,1,1,0,0,0,0,0,True,True
97,0,1,1,0,0,0,0,1,True,True
98,0,1,1,0,0,0,1,0,True,True
99,0,1,1,0,0,0,1,1,True,True
100,0,1,1,0,0,1,0,0,True,True
101,0,1,1,0,0,1,0,1,True,True
102,0,1,1,0,0,1,1,0,True,True
103,0,1,1,0,0,1,1,1,True,True
104,0,1,1,0,1,0,0,0,True,True
105,0,1,1,0,1,0,0,1,True,True
106,0,1,1,0,1,0,1,0,True,True
107,0,1,1,0,1,0,1,1,True,True
108,0,1,1,0,1,1,0,0,True,True
109,0,1,1,0,1,1,0,1,True,True
110,0,1,1,0,1,1,1,0,True,True
111,0,1,1,0,1,1,1,1,True,True
112,0,1,1,1,0,0,0,0,True,True
113,0,1,1,1,0,0,0,1,True,True
114,0,1,1,1,0,0,1,0,True,True
115,0,1,1,1,0,0,1,1,True,True
116,0,1,1,1,0,1,0,0,True,True
117,0,1,1,1,0,1,0,1,True,True
118,0,1,1,1,0,1,1,0,True,True
119,0,1,1,1,0,1,1,1,True,True
120,0,1,1,1,1,0,0,0,True,True
121,0,1,1,1,1,0,0,1,True,True
122,0,1,1,1,1,0,1,0,True,True
123,0,1,1,1,1,0,1,1,True,True
124,0,1,1,1,1,1,0,0,True,True
125,0,1,1,1,1,1,0,1,True,True
126,0,1,1,1,1,1,1,0,True,True
127,0,1,1,1,1,1,1,1,True,True
128,1,0,0,0,0,0,0,0,True,False
129,1,0,0,0,0,0,0,1,True,False
130,1,0,0,0,0,0,1,0,True,False
131,1,0,0,0,0,0,1,1,True,True
132,1,0,0,0,0,1,0,0,True,False
133,1,0,0,0,0,1,0,1,True,True
134,1,0,0,0,0,1,1,0,True,True
135,1,0,0,0,0,1,1,1,True,True
136,1,0,0,0,1,0,0,0,False,False
137,1,0,0,0,1,0,0,1,True,False
138,1,0,0,0,1,0,1,0,True,False
139,1,0,0,0,1,0,1,1,True,True
140,1,0,0,0,1,1,0,0,False,False
141,1,0,0,0,1,1,0,1,True,True
142,1,0,0,0,1,1,1,0,True,True
143,1,0,0,0,1,1,1,1,True,True
144,1,0,0,1,0,0,0,0,True,False
145,1,0,0,1,0,0,0,1,True,False
146,1,0,0,1,0,0,1,0,True,False
147,1,0,0,1,0,0,1,1,True,True
148,1,0,0,1,0,1,0,0,True,False
149,1,0,0,1,0,1,0,1,True,True
150,1,0,0,1,0,1,1,0,True,True
151,1,0,0,1,0,1,1,1,True,True
152,1,0,0,1,1,0,0,0,True,False
153,1,0,0,1,1,0,0,1,True,False
154,1,0,0,1,1,0,1,0,True,False
155,1,0,0,1,1,0,1,1,True,True
156,1,0,0,1,1,1,0,0,True,False
157,1,0,0,1,1,1,0,1,True,True
158,1,0,0,1,1,1,1,0,True,True
159,1,0,0,1,1,1,1,1,True,True
160,1,0,1,0,0,0,0,0,True,False
161,1,0,1,0,0,0,0,1,True,False
162,1,0,1,0,0,0,1,0,True,False
163,1,0,1,0,0,0,1,1,True,True
164,1,0,1,0,0,1,0,0,True,False
165,1,0,1,0,0,1,0,1,True,True
166,1,0,1,0,0,1,1,0,True,True
167,1,0,1,0,0,1,1,1,True,True
168,1,0,1,0,1,0,0,0,True,False
169,1,0,1,0,1,0,0,1,True,False
